Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.953133144000000,219,0x6A,0x3A,Read,NAK
0.961439088000000,220,0x6A,0x04,Write,ACK
0.961766240000000,221,0x6A,0x20,Read,NAK
0.970072256000000,222,0x6A,0x05,Write,ACK
0.970399416000000,223,0x6A,0x13,Read,NAK
0.978705504000000,224,0x6A,0x06,Write,ACK
0.979032656000000,225,0x6A,0x5E,Read,NAK
0.989612976000000,226,0x6A,0x07,Write,ACK
0.989934920000000,227,0x6A,0x9D,Read,NAK
0.998240792000000,228,0x6A,0x08,Write,ACK
0.998567936000000,,0x6A,0x03,Read,NAK
